siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
524029980,00017,52402998000017,O,2010-07-10,NN,,,2025-12-06T04:12:09.939,true,A,O,,2010-07-10,1000,,,M,DEWINIE,,JOSE,,,,JOSE,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T10:47:59.013,PME,2023,,38,,,RUE,ROLAND BARAT,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110160_B,164165.85506839282,608395.5186421796,A,,,,,43.22A,NAFRev2,N,43.22G
524193398,00038,52419339800038,O,2014-04-03,01,2023,4322AZ,2025-12-06T04:22:14.147,false,A,O,,2010-08-01,5499,SO.TR.A.G. SOCIETE DE TRAVAUX ANTILLES GUYANE,,,,,,,,,,,43.22A,NAFRev2,,N,,03,2023,00046,2025-12-06T05:13:57.389,PME,2023,,3936,,,ROUTE,DE MONTABO,97300,CAYENNE,,97302,,,97302bf08_B,356822.9285914751,545081.8732608203,A,SO.TR.A.G,,,,43.22A,NAFRev2,O,43.22G
524454592,00022,52445459200022,O,2016-06-15,NN,,4322AZ,2025-12-05T19:19:07.208,true,A,O,,2010-08-26,1000,,,M,MERZIER,,CIBIEN,,,,CIBIEN,,43.22A,NAFRev2,,,,NN,,00022,2025-12-06T09:09:51.481,PME,2023,BAT 444  ALLEE 3,,,,,COGNEAU LAMIRANDE,97351,MATOURY,,97307,,,97307B077_B,352954.25112373516,539089.8301924457,A,,,,,43.22A,NAFRev2,N,43.22G
524542172,00019,52454217200019,O,2010-08-24,NN,,4322AZ,2025-12-05T18:41:00.559,true,A,O,,2010-08-24,1000,,,M,GIRARD,,ANDRE EMILE,,,,ANDRE EMILE,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T08:43:59.255,PME,2023,LOT LES KOULANS,7,,,RUE,BERNARD PAVANT,97360,MANA,,97306,,,973060131_B,192284.71821795887,627596.8490297055,A,PLOMBELEC 973,,,,43.22A,NAFRev2,N,43.22G
524881323,00033,52488132300033,O,2023-09-01,NN,,,2025-12-05T17:14:09.933,true,A,O,,2010-09-20,5710,PLOMB ECO,,,,,,,,,,,43.22A,NAFRev2,,N,,11,2023,00033,2025-12-06T07:52:01.48,PME,2023,14 R DES LIBELLULES-ZI COLLERY 4,,,,LOT,COLLERY IV,97300,CAYENNE,,97302,,,,,,A,,,,,43.22A,NAFRev2,O,43.22G
528275829,00026,52827582900026,O,2021-11-16,NN,,4399CZ,2025-12-05T17:55:01.772,true,A,O,,2010-11-11,1000,,,M,MELLAC,,GUILLAUME,BERNARD,PIERRE,,GUILLAUME,,43.22A,NAFRev2,,,,NN,,00026,2025-12-06T10:05:48.561,PME,2023,LOTISSEMENT PAPILLON,,,,RUE,DES CHRYSALIDES,97354,REMIRE-MONTJOLY,,97309,,,973090261_B,354918.38427754934,541377.826572929,A,,,,JPB,43.22A,NAFRev2,N,43.22G
528518103,00015,52851810300015,O,2010-11-23,NN,,4399DC,2025-12-05T19:51:01.317,true,A,O,,2010-11-23,5710,A.P.M,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00015,2025-12-06T08:57:54.234,PME,2023,MAISON GUIRAND APT  NO 3,42,,,,COGNEAU LAMIRANDE,97351,MATOURY,,97307,,,97307b077_B,353033.0392467715,538718.1672717764,A,,,,,43.22A,NAFRev2,N,43.22G
529312639,00014,52931263900014,O,2010-12-15,NN,,4399CZ,2025-12-05T20:00:27.024,true,A,O,,2010-12-15,5710,JOSEPH ONIEL SASU,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T10:19:54.727,PME,2023,LOTISSEMENT BOUTEZELLE,,,,ROUTE,DE SUZINI,97300,CAYENNE,,97302,,,97302weysrp_B,356421.2105933688,543851.7140647977,A,,,,,43.22A,NAFRev2,N,43.22G
529372815,00017,52937281500017,O,2011-01-01,NN,,7420ZQ,2025-12-05T19:53:01.166,true,A,O,,2011-01-01,1000,,,M,ANAKABA,,RODNEY,ROBERT,,,RODNEY,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T10:34:52.518,PME,2023,,4,,,RUE,KOUSET ALBINA,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110086_B,166184.09485525155,606789.990487896,A,,,,YAPI PLOMBERIE,43.22A,NAFRev2,O,43.22G
529705279,00030,52970527900030,O,2025-04-14,NN,,,2025-12-05T18:48:40.341,true,A,O,,2011-01-15,1000,,,M,DELIMEAU,,YVENOR,,,,YVENOR,,43.22A,NAFRev2,,,,NN,,00030,2025-12-06T08:52:21.824,PME,2023,CITE ABRIBAT,26,,,RUE,DES CARAIBES,97351,MATOURY,,97307,,,973070118_B,351462.79,540587.89,A,,,,DEL PLOMBERIE,43.22A,NAFRev2,N,43.22G
530236215,00014,53023621500014,O,2011-01-24,NN,,4399CZ,2025-12-05T17:28:20.269,true,A,O,,2011-01-24,5710,SANIBAT,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T09:46:10.554,PME,2023,CITE ANATOLE,11,,,RUE,SAINTE -THERESE,97300,CAYENNE,,97302,,,973020910_B,353891.6847182665,545888.0095700482,A,,,,,43.22A,NAFRev2,N,43.22G
533465365,00013,53346536500013,O,2011-07-07,NN,,4399CZ,2025-12-05T17:58:44.688,true,A,O,,2011-07-07,1000,,,M,MOISE,,HILER,,,,HILER,,43.22A,NAFRev2,,,,NN,,00013,2025-12-06T07:02:09.234,PME,2023,,63,B,,RUE,DU LIEUTENANT LEON BECKER,97300,CAYENNE,,97302,,,973020540_B,352618.2310031864,545973.4679937939,A,,,,M PLOMBERIE,43.22A,NAFRev2,O,43.22G
534301957,00013,53430195700013,O,2011-08-25,NN,,4332AB,2025-12-06T04:13:51.561,true,A,O,,2011-08-25,5499,SEANCE MITTERRAND PLOMBERIE,SMP,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00013,2025-12-06T08:51:16.639,PME,2023,,28,,,RUE,RENE JADFARD,97300,CAYENNE,,97302,,,973020860_B,352372.8755475973,545557.2264967632,A,,,,,43.22A,NAFRev2,N,43.22G
535100176,00010,53510017600010,O,2011-11-05,NN,,,2025-12-05T19:52:16.757,true,A,O,,2011-11-05,1000,,,M,LALANNE,,WILNER,,,,WILNER,,43.22A,NAFRev2,,,,NN,,00010,2025-12-06T06:06:49.261,PME,2023,,,,,CHE,BOUTEZELLE,97300,CAYENNE,,97302,,,,,,A,,,,ENTREPRISE LALANNE,43.22A,NAFRev2,N,43.22G
535118905,00012,53511890500012,O,2011-10-05,NN,,4322AZ,2025-12-05T19:04:45.375,true,A,O,,2011-10-05,1000,,,M,JOSEPH,,MILTON,,,,MILTON,,43.22A,NAFRev2,,,,NN,,00012,2025-12-06T05:39:26.686,PME,2023,STUDIO VERCORS B-48,,,,PLACE,NEWTON,97310,KOUROU,,97304,,,973040460_B,318260.4681410518,570972.9027488743,A,,,,JPC,43.22A,NAFRev2,N,43.22G
537673725,00017,53767372500017,O,2011-11-02,NN,,,2025-12-05T16:58:16.574,true,A,O,,2011-11-02,1000,,,M,MADERE,,EDMARD,,,,EDMARD,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T07:22:18.968,PME,2023,473 MONT-LUCAS II BAT JABOTY,,,,CHE,DE TROUBIRAN,97300,CAYENNE,,97302,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
537779035,00030,53777903500030,O,2016-08-25,NN,,4322AZ,2025-12-05T17:41:40.349,true,A,O,,2011-10-10,1000,,,M,VICTOR,,GLINTON,,,,GLINTON,,43.22A,NAFRev2,,,,NN,,00030,2025-12-06T09:09:08.609,PME,2023,C/ CCAS,24,,,AVENUE,LOUIS PASTEUR,97300,CAYENNE,,97302,,,973020600_B,353108.81973804167,546525.6615759213,A,,,,,43.22A,NAFRev2,N,43.22G
539790741,00042,53979074100042,O,2020-10-13,NN,,4322AZ,2025-12-05T18:36:52.147,true,A,O,,2012-02-08,1000,,,M,LAMONNAIE,,JOSEPH,,,,JOSEPH,,43.22A,NAFRev2,,,,NN,,00042,2025-12-06T10:34:08.018,PME,2023,BAT AMARANTHE ETG 1 APPT A9,6,,,RUE,SAINTE-THERESE,97354,REMIRE-MONTJOLY,,97309,,,973090292_B,359596.49234282295,542447.9706476829,A,,,,LJ PLOMBERIE,43.22A,NAFRev2,N,43.22G
750719791,00030,75071979100030,O,2025-06-03,NN,,,2025-12-05T16:09:20.566,true,A,O,,2012-04-03,1000,,,M,DORCA,,GUILLARD,,,,GUILLARD,,43.22A,NAFRev2,,,,NN,,00030,2025-12-06T10:02:02.109,PME,2023,,17,,,RUE,DE L'ARBRE A PAIN,97300,CAYENNE,,97302,,,973021154_B,354027.91,543271.27,A,,,,GUYA PLOMBERIE SERVICES,43.22A,NAFRev2,N,43.22G
750744641,00028,75074464100028,O,2019-06-13,NN,,4322AZ,2025-12-05T18:59:37.507,true,A,O,,2012-04-15,1000,,,M,DIMA,,EBERT,ALBERT,,,EBERT,,43.22A,NAFRev2,,,,NN,,00028,2025-12-06T09:01:06.196,PME,2023,BAT G ESC 39,3,,,AVENUE,LEON GONTRAN DAMAS,97310,KOUROU,,97304,,,973040734_B,316621.24600449944,572219.2406674299,A,,,,ALBERT PLOMBERIE,43.22A,NAFRev2,N,43.22G
750867244,00014,75086724400014,O,2012-04-10,NN,,4322AZ,2025-12-05T18:43:17.629,true,A,O,,2012-04-10,1000,,,M,BENDAYO,,JOSEPH,,,,JOSEPH,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T09:27:21.075,PME,2023,CITE ABRIBA BALATA OUEST,49,,,RUE,POLUS ASSARD,97351,MATOURY,,97307,,,973070007_B,351346.93945015344,540611.7797384306,A,,,,HYDRO WATER,43.22A,NAFRev2,N,43.22G
750994196,00012,75099419600012,O,2012-01-22,NN,,,2025-12-05T19:57:42.769,true,A,O,,2012-01-22,1000,,,M,SEIDE,,MARFAIT,,,,MARFAIT,,43.22A,NAFRev2,,,,NN,,00012,2025-12-06T10:35:07.598,PME,2023,,3,,,PLACE,PAUL SIGNAC,97310,KOUROU,,97304,,,973040582_B,316936.37256615044,572444.4568318494,A,,,,PLOMB'EAU SEIDE,43.22A,NAFRev2,N,43.22G
751769308,00014,75176930800014,O,2012-05-22,NN,,4399CZ,2025-12-05T16:03:52.778,true,A,O,,2012-05-22,5499,EURL IPDG,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T10:51:59.756,PME,2023,,26,,,RUE,DES CARAIBES,97351,MATOURY,,97307,,,973070118_B,351501.2405614464,540573.5471022044,A,,,,,43.22A,NAFRev2,N,43.22G
752044032,00023,75204403200023,O,2016-09-01,NN,,4322AZ,2025-12-06T00:17:03.995,true,A,O,,2012-05-01,5499,EURL JH,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00023,2025-12-06T10:48:59.99,PME,2023,,1388,,,RUE,PAGAMONT,97355,MACOURIA,,97305,,,973050744_B,340073.17375171965,544224.6665278372,A,,,,,43.22A,NAFRev2,O,43.22G
752045146,00038,75204514600038,O,2015-01-10,01,2023,4322AZ,2025-12-05T19:01:53.673,true,A,O,,2012-05-25,5710,HELIOS,,,,,,,,,,,43.22A,NAFRev2,,,,01,2023,00038,2025-12-06T10:42:35.565,PME,2023,,21,,,RESIDENCE,LE CLOS FLEURI VOIE A,97354,REMIRE-MONTJOLY,,97309,,,97309A091_B,358585.4308940737,542733.932377842,A,,,,,43.22A,NAFRev2,N,43.22G
752081703,00015,75208170300015,O,2012-06-18,NN,,4322AZ,2025-12-06T04:12:37.608,true,A,O,,2012-06-18,1000,,,M,AWASAI,,NELIS,,,,NELIS,,43.22A,NAFRev2,,,,NN,,00015,2025-12-06T08:13:09.633,PME,2023,LA CHARBONNIERE,12,,,RUE,DES TORTUES,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110206_B,163564.24846058292,607791.8440716965,A,,,,MAMION,43.22A,NAFRev2,N,43.22G
789377629,00033,78937762900033,O,2024-12-05,NN,,,2025-12-05T20:20:04.791,true,A,O,,2012-12-14,1000,,,M,TROPNAS,,IVENEL,,,,IVENEL,,43.22A,NAFRev2,,,,NN,,00033,2025-12-06T09:37:25.16,PME,2023,CITE CAPULO,4,,,RUE,DES PRUNES DE CYTHERE,97300,CAYENNE,,97302,,,973020797_B,353705.91,545372.69,A,,,,DIP'S GUYANE,43.22A,NAFRev2,N,43.22G
789547809,00010,78954780900010,O,2012-12-15,02,2023,4520AB,2025-12-05T16:13:26.025,true,A,O,,2012-12-15,5499,PLOMB' EXPRESS GUYANE,P.E.G,,,,,,,,,,43.22A,NAFRev2,,,,02,2023,00010,2025-12-06T07:09:32.979,PME,2023,,15,,,RUE,DES FRERES AMET,97310,KOUROU,,97304,,,973040671_B,317499.15249658923,569831.7512395701,A,,,,,43.22A,NAFRev2,O,43.22G
791811417,00017,79181141700017,O,2013-03-14,NN,,3320AZ,2025-12-05T19:45:33.621,true,A,O,,2013-03-14,5499,JP BATIMENT & DISTRIBUTION,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T09:42:02.936,PME,2023,,756,,,ROUTE,DE LA CHAUMIERE,97351,MATOURY,,97307,,,973070851_B,349511.7206196666,540124.5353758632,A,,,,,43.22A,NAFRev2,N,43.22G
791939408,00013,79193940800013,O,2013-01-01,NN,,4321AB,2025-12-05T16:24:21.007,true,A,O,,2013-01-01,5710,TECHNO PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00013,2025-12-06T11:26:30.244,PME,2023,,,,,,PK 11 RUE DES CHUTES VOLTAIRE,97320,SAINT-LAURENT-DU-MARONI,,97311,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
792082968,00027,79208296800027,O,2014-07-31,NN,,4322AZ,2025-12-05T17:44:07.847,true,A,O,,2013-04-01,5499,SARL AJS PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00027,2025-12-06T08:52:59.057,PME,2023,CHEMIN MORTHIUM,25,,,CHEMIN,LA LEVEE,97351,MATOURY,,97307,,,973070037_B,353074.36388003617,534502.2482656115,A,,,,,43.22A,NAFRev2,O,43.22G
793505710,00020,79350571000020,O,2014-03-07,NN,,,2025-12-05T18:17:42.196,true,A,O,,2013-07-06,1000,,,M,BELINA,,JEAN-PHILIPPE,MARCELLIN,,,JEAN-PHILIPPE,,43.22A,NAFRev2,,,,NN,,00020,2025-12-06T08:37:21.244,PME,2023,BG DE MONTJOLY,9,,,LOT,LES ABRICOTS,97354,REMIRE MONTJOLY,,97309,,,97309A001_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
793862491,00040,79386249100040,O,2023-05-24,NN,,4322AZ,2025-12-05T17:06:35.085,true,A,O,,2013-07-01,1000,,,M,COMBO,,MOHAMADI,AHMED,HAMIDOU,,MOHAMADI,,43.22A,NAFRev2,,,,NN,,00040,2025-12-06T05:41:03.412,PME,2023,,1219,,,CHEMIN,MORTHIUM,97351,MATOURY,,97307,,,973070737_B,352833.67638828594,535065.2867374815,A,,,,A.M.C PLOMBERIE,43.22A,NAFRev2,N,43.22G
794936088,00010,79493608800010,O,2013-08-08,NN,,5610CQ,2025-12-06T00:32:02.79,true,A,O,,2013-08-08,1000,,,M,VIAL,,NICOLAS,BRUNO,MARTIAL,,NICOLAS,,43.22A,NAFRev2,,,,NN,,00010,2025-12-06T07:04:16.833,PME,2023,,3,,,ALL,DES CHUTES VOLTAIRES,97320,SAINT-LAURENT-DU-MARONI,,97311,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
797747706,00019,79774770600019,O,2013-10-07,NN,,8211ZP,2025-12-05T17:50:57.7,true,A,O,,2013-10-07,1000,,,M,BELLIARD,,JORY,,,,JORY,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T09:50:19.558,PME,2023,,3,,,CHEMIN,HILAIRE,97300,CAYENNE,,97302,,,973020448_B,355882.5195498004,546262.8970908506,A,,,,ENTREPRISE BELLIARD PLOMBERIE,43.22A,NAFRev2,N,43.22G
798787552,00016,79878755200016,O,2014-01-02,00,2023,,2025-12-05T19:51:45.955,true,A,O,,2014-01-02,5499,LITTORAL PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,,,00,2023,00016,2025-12-06T10:31:55.672,PME,2023,RT DE MONTJOLY,,,,,PK 7,97354,REMIRE MONTJOLY,,97309,,,973090072_C,,,A,,,,,43.22A,NAFRev2,O,43.22G
800684912,00028,80068491200028,O,2025-03-24,NN,,,2025-12-06T00:45:24.739,true,A,O,,2014-02-26,1000,,,M,SABAYO,,NORBERT,RICO,,,NORBERT,,43.22A,NAFRev2,,,,NN,,00028,2025-12-06T11:17:42.534,PME,2023,,1,,,CITE,N ZILA,97300,CAYENNE,,97302,,,97302A340_C,,,A,,,,N.S PLOMBERIE,43.22A,NAFRev2,N,43.22G
804371953,00014,80437195300014,O,2014-09-04,NN,,4322AZ,2025-12-06T00:16:49.651,true,A,O,,2014-09-04,1000,,,M,PINHEIRO DO SOUZA HYACINTHE,,STEEVY,,,,STEEVY,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T05:45:28.821,PME,2023,,54,,,,PISTE TARZAN,97300,CAYENNE,,97302,,,,,,A,,,,A BAT PLOMBERIE,43.22A,NAFRev2,N,43.22G
805177177,00039,80517717700039,O,2024-06-24,NN,,,2025-12-05T17:22:10.256,true,A,O,,2014-10-13,1000,,,M,BERNARD,,JEFFERSON,MARCEL,,,JEFFERSON,,43.22A,NAFRev2,,,,NN,,00039,2025-12-06T10:04:56.729,PME,2023,1 JARDIN DES TOUCANS,67,,,ROUTE,DEPARTEMENTALE 5,97356,MONTSINERY-TONNEGRANDE,,97313,,,97313ffyg_B,341653.28,529169.91,A,,,,JEFF PLOMBERIE,43.22A,NAFRev2,N,43.22G
807607122,00015,80760712200015,O,2014-11-04,01,2023,4322AZ,2025-12-05T19:59:00.913,true,A,O,,2014-11-04,5710,CLASSE PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,01,2023,00015,2025-12-06T06:41:51.669,PME,2023,LIEU DIT MACRABO PK 1.3,,,,ROUTE,DE STOUPAN,97351,MATOURY,,97307,,,973070045_B,349836.0911299588,529596.2730613346,A,,,,,43.22A,NAFRev2,O,43.22G
810545889,00018,81054588900018,O,2015-04-01,NN,,4322AZ,2025-12-06T01:06:39.073,true,A,O,,2015-04-01,5710,PHILIPPE GARCIANE PLOMBERIE,PG PLOMBERIE,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00018,2025-12-06T10:40:19.908,PME,2023,,870,,,ROUTE,DES PLAGES,97354,REMIRE-MONTJOLY,,97309,,,973090233_B,359530.0837596011,542457.9365435631,A,,,,,43.22A,NAFRev2,N,43.22G
811267640,00019,81126764000019,O,2015-05-06,NN,,4322AZ,2025-12-05T19:53:16.658,true,A,O,,2015-05-06,1000,,,M,FREDERICK,,FRANCISCO,PATRICE,,,FRANCISCO,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T06:49:17.541,PME,2023,RESIDENCE BADIANE,14,,,RUE,DES MOUKOUS MOUKOUS,97354,REMIRE-MONTJOLY,,97309,,,973090279_B,357085.85499505245,540645.7745232492,A,,,,INNOVA PLOMB,43.22A,NAFRev2,N,43.22G
811456987,00015,81145698700015,O,2015-06-18,NN,,4322AZ,2025-12-05T19:45:32.908,true,A,O,,2015-06-18,1000,,,M,ULYSSE,,RONALD,,,,RONALD,,43.22A,NAFRev2,,,,NN,,00015,2025-12-06T08:27:51.589,PME,2023,RDC,17,,,RUE,GABRIEL DEVEZE,97300,CAYENNE,,97302,,,973020230_B,352972.0018453126,546426.9759093946,A,,,,VERT D'EAU PLOMBERIE,43.22A,NAFRev2,N,43.22G
813146271,00024,81314627100024,O,2018-02-16,01,2023,4322AZ,2025-12-05T16:29:57.643,true,A,O,,2015-09-20,1000,,,M,THOMAS,,GARRY,,,,GARRY,,43.22A,NAFRev2,,,,01,2023,00024,2025-12-06T07:49:44.33,PME,2023,ENSEMBLE PROPRIETE CHRISTIN,,,,CHEMIN,SOURCE DE BADUEL,97300,CAYENNE,,97302,,,973020952_B,354918.73926162,544904.3669958431,A,,,,TSP,43.22A,NAFRev2,O,43.22G
814422598,00015,81442259800015,O,2015-11-02,NN,,4322AZ,2025-12-05T20:41:52.935,true,A,O,,2015-11-02,5710,CHARRON SERVICES PLUS,CSP+,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00015,2025-12-06T07:00:12.291,PME,2023,,3,,,RUE,EUGENE CLAMARAN,97354,REMIRE-MONTJOLY,,97309,,,973090138_B,359032.12826204556,543669.4626586904,A,,,,,43.22A,NAFRev2,O,43.22G
817942477,00016,81794247700016,O,2016-01-01,NN,,4322AZ,2025-12-06T00:42:31.015,true,A,O,,2016-01-01,5710,2B SERVICES,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00016,2025-12-06T08:54:53.592,PME,2023,ENS VILLA N° 4 LOT BALISIERS 1,,,,,LES BALISIERS,97354,REMIRE MONTJOLY,,97309,,,97309B025_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
819225699,00019,81922569900019,O,2016-03-14,NN,,,2025-12-05T16:07:48.632,true,A,O,,2016-03-14,5710,ATELIER PLOMBERIE CERAMIQUE MULTI SERVICES,A.P.C.,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T08:14:13.716,PME,2023,,47,,,AVENUE,DE MONTRAVEL,97354,REMIRE-MONTJOLY,,97309,,,973090059_B,360068.1967864606,542891.1100948676,A,,,,,43.22A,NAFRev2,N,43.22G
819412420,00021,81941242000021,O,2020-09-15,NN,,4322AZ,2025-12-05T22:17:45.854,true,A,O,,2016-04-01,1000,,,M,BOYER,,DAVID,FREDERIC,,,DAVID,,43.22A,NAFRev2,,,,NN,,00021,2025-12-06T11:03:58.672,PME,2023,LOT FC03 RESIDENCE BUTTERFLY,12,,,ALLEE,ESPERANZA,97354,REMIRE-MONTJOLY,,97309,,,973090434_B,357918.81481147313,543074.974740199,A,,,,PAZ,43.22A,NAFRev2,N,43.22G
819620204,00035,81962020400035,O,2025-11-20,NN,,,2025-10-20T19:26:00.233,true,A,O,,2016-05-02,1000,,,M,ELIGENE,,ALEXANDRE,,,,ALEXANDRE,,43.22A,NAFRev2,,,,NN,,00035,2025-12-08T16:57:58.814,,,,6,,,RUE,KASE KO,97351,MATOURY,,97307,,,973070304_B,351088.54,540393.59,A,,,,G.P.R SERVICES,43.22A,NAFRev2,N,43.22G
819975459,00010,81997545900010,O,2016-04-01,02,2023,4322AZ,2025-12-05T17:08:23.631,true,A,O,,2016-04-01,5710,PLOMB'EXPERT,,,,,,,,,,,43.22A,NAFRev2,,,,02,2023,00010,2025-12-06T10:24:26.693,PME,2023,,45,,,AVENUE,LEONARD DOMERGER,97370,MARIPASOULA,,97353,,,973530024_B,163155.1484358142,403331.14630203525,A,,,,,43.22A,NAFRev2,O,43.22G
820410041,00017,82041004100017,O,2016-04-01,03,2023,4322AZ,2025-12-05T20:23:03.199,true,A,O,,2016-04-01,5710,E-KEAU-PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,03,2023,00017,2025-12-06T08:28:26.521,PME,2023,HANGAR N5 - Z I DE PARIACABO,,,,RUE,MARCEL DASSAULT,97310,KOUROU,,97304,,,973040169_B,315120.67582399363,569920.8716259009,A,,,,,43.22A,NAFRev2,O,43.22G
821972023,00021,82197202300021,O,2019-02-20,NN,,4322AZ,2025-12-06T01:33:48.612,true,A,O,,2016-05-20,5710,VITO PLOMB & VRD,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00021,2025-12-06T08:55:00.68,PME,2023,,9,,,RUE,DES ACACIAS,97350,IRACOUBO,,97303,,,973030011_B,255298.62765043363,605690.8554296473,A,,,,SAS VITO PLOMB & VRD,43.22A,NAFRev2,O,43.22G
822081709,00013,82208170900013,O,2016-08-01,NN,,4322AZ,2025-12-05T17:59:42.043,true,A,O,,2016-08-01,5499,PLOMBERIE GENERALE DE GUYANE,P.G.G,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00013,2025-12-06T07:02:09.62,PME,2023,CITE PASTEUR,2,,,RUE,GONFOLO,97300,CAYENNE,,97302,,,973020384_B,354293.878976709,546046.7633442427,A,,,,,43.22A,NAFRev2,O,43.22G
827917428,00027,82791742800027,O,2018-06-01,01,2023,4322AZ,2025-12-05T20:15:23.076,true,A,O,,2017-01-23,5710,D E P S C,,,,,,,,,,,43.22A,NAFRev2,,,,01,2023,00027,2025-12-06T11:01:26.485,PME,2023,RTE DE CABASSOU,4,,,LOTISSEMENT,CALIMBE I,97300,CAYENNE,,97302,,,97302A073_B,354302.90634369676,543931.589008,A,,,,,43.22A,NAFRev2,N,43.22G
828379453,00024,82837945300024,O,2021-08-10,NN,,4322AZ,2025-12-06T04:47:03.633,true,A,O,,2017-03-15,5499,AS PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00024,2025-12-06T09:30:39.051,PME,2023,CHEMIN MORTIUM,26,,,RESIDENCE,LA LEVEE,97351,MATOURY,,97307,,,97307b076_B,353071.8117631107,535184.0136736211,A,,,,,43.22A,NAFRev2,N,43.22G
829585439,00013,82958543900013,O,2017-05-02,NN,,4322AZ,2025-12-05T22:43:33.73,true,A,O,,2017-05-02,1000,,,M,GERVAIS,,JEAN NIXON,,,,JEAN NIXON,,43.22A,NAFRev2,,,,NN,,00013,2025-12-06T07:28:55.164,PME,2023,,17,,,RUE,VICTOR HUGO,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110225_B,164357.15174841846,608977.2520211494,A,,,,JEAN NIXON PLOMBERIE ELECTRICITE,43.22A,NAFRev2,N,43.22G
829827641,00012,82982764100012,O,2017-05-01,01,2023,4322AZ,2025-12-06T00:33:41.413,true,A,O,,2017-05-01,5710,BAA PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,01,2023,00012,2025-12-06T07:12:30.828,PME,2023,,26,,,RUE,DANIEL-GASTON DARQUITAIN,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110038_B,164811.7,609150.95,A,,,,B2A GUYANE (PLOMBERIE - CLIMATISATION - EAU CHAUDE SOLAIRE ET THERMODYNAMIQUE),43.22A,NAFRev2,O,43.22G
